ID,Search Engine,Keyword,Location Code,Language Code,Task set,Task complete,Turnaround time,Cost
03080137-1167-0298-0000-0bb057487274,google,deck masters ak,2840,en,46089,46089,00:00:16,0.00975
03080135-1167-0298-0000-1e95eddcb461,google,deck masters ak,2840,en,46089,46089,00:00:32,0.00975
03080119-1167-0298-0000-3b1385cb3458,google,deck masters ak,2840,en,46089,46089,00:00:11,0.00975
03072336-1167-0298-0000-5ca1100751e0,google,deck masters ak,2840,en,46089,46089,00:00:04,0.0015
03072203-1167-0572-0000-e4a8c1ab6ee7,google,deck masters ak,2840,en,46089,46089,00:00:11,0.0054
